top_img_file,side_img_file,time (second),displacement (mm),load (N)
img0-08312022145244-330.tiff,img1-08312022145243-298.tiff,321,2.364853542,139.67348
img0-08312022145245-331.tiff,img1-08312022145245-299.tiff,322,2.372346272,143.2571484
img0-08312022145246-332.tiff,img1-08312022145246-300.tiff,323,2.379660062,146.8503463
img0-08312022145247-333.tiff,img1-08312022145247-301.tiff,324,2.386994042,150.5381063
img0-08312022145248-334.tiff,img1-08312022145248-302.tiff,325,2.394327862,154.23537
img0-08312022145249-335.tiff,img1-08312022145249-303.tiff,326,2.401603944,158.1027263
img0-08312022145250-336.tiff,img1-08312022145250-304.tiff,327,2.409035232,162.1687084
img0-08312022145251-337.tiff,img1-08312022145251-305.tiff,328,2.416388662,166.0360747
img0-08312022145252-338.tiff,img1-08312022145252-306.tiff,329,2.423722642,170.2061284
img0-08312022145253-339.tiff,img1-08312022145253-307.tiff,330,2.431136042,174.3666763
img0-08312022145254-340.tiff,img1-08312022145253-307.tiff,331,2.438469572,178.6313
img0-08312022145255-341.tiff,img1-08312022145255-308.tiff,332,2.445882932,183.2551073
img0-08312022145256-342.tiff,img1-08312022145256-309.tiff,333,2.453278264,187.7183447
img0-08312022145257-343.tiff,img1-08312022145257-310.tiff,334,2.460550732,192.6163353
img0-08312022145258-344.tiff,img1-08312022145258-311.tiff,335,2.467886254,197.4387863
img0-08312022145259-345.tiff,img1-08312022145259-312.tiff,336,2.475297662,202.3557873
img0-08312022145300-346.tiff,img1-08312022145300-313.tiff,337,2.482611572,207.3673484
img0-08312022145301-347.tiff,img1-08312022145301-314.tiff,338,2.489965342,212.1897984
img0-08312022145302-348.tiff,img1-08312022145302-315.tiff,339,2.497400264,216.83266
img0-08312022145303-349.tiff,img1-08312022145303-316.tiff,340,2.504712262,221.4564584
img0-08312022145304-350.tiff,img1-08312022145303-316.tiff,341,2.512205242,224.9550984
img0-08312022145305-351.tiff,img1-08312022145305-317.tiff,342,2.519519242,227.13945
img0-08312022145306-352.tiff,img1-08312022145306-318.tiff,343,2.526832932,229.21973
img0-08312022145307-353.tiff,img1-08312022145307-319.tiff,344,2.534246252,231.9619
img0-08312022145308-354.tiff,img1-08312022145308-320.tiff,345,2.541500562,235.6401473
img0-08312022145309-355.tiff,img1-08312022145309-321.tiff,346,2.548876264,240.3680373
img0-08312022145310-356.tiff,img1-08312022145310-322.tiff,347,2.556190054,245.38913
img0-08312022145311-357.tiff,img1-08312022145311-323.tiff,348,2.563483954,250.96802
img0-08312022145312-358.tiff,img1-08312022145312-324.tiff,349,2.570895272,256.7265373
img0-08312022145313-359.tiff,img1-08312022145313-325.tiff,350,2.578268962,262.4945484
img0-08312022145314-360.tiff,img1-08312022145313-325.tiff,351,2.585562862,268.3476427
img0-08312022145315-361.tiff,img1-08312022145315-326.tiff,352,2.592976242,274.1156707
img0-08312022145316-362.tiff,img1-08312022145316-327.tiff,353,2.600290262,279.8931894
img0-08312022145317-363.tiff,img1-08312022145317-328.tiff,354,2.607723462,285.3965657
img0-08312022145319-364.tiff,img1-08312022145319-330.tiff,355,2.615037252,291.15512
img0-08312022145320-365.tiff,img1-08312022145320-331.tiff,356,2.622472534,296.92313
img0-08312022145321-366.tiff,img1-08312022145321-332.tiff,357,2.629826054,302.40747
img0-08312022145322-367.tiff,img1-08312022145322-333.tiff,358,2.637277242,307.8823343
img0-08312022145323-368.tiff,img1-08312022145323-334.tiff,359,2.644573254,313.2721343
img0-08312022145324-369.tiff,img1-08312022145323-334.tiff,360,2.652064032,318.7564843
img0-08312022145325-370.tiff,img1-08312022145325-335.tiff,361,2.659437572,323.9571314
img0-08312022145326-371.tiff,img1-08312022145326-336.tiff,362,2.666791342,329.5360843
img0-08312022145327-372.tiff,img1-08312022145327-337.tiff,363,2.674065262,334.36804
img0-08312022145328-373.tiff,img1-08312022145328-338.tiff,364,2.681421054,340.1265373
img0-08312022145329-374.tiff,img1-08312022145329-339.tiff,365,2.688852262,345.715
img0-08312022145330-375.tiff,img1-08312022145330-340.tiff,366,2.696166262,350.72653
img0-08312022145331-376.tiff,img1-08312022145331-341.tiff,367,2.703460232,356.4850284
img0-08312022145332-377.tiff,img1-08312022145332-342.tiff,368,2.710853562,362.2720857
img0-08312022145333-378.tiff,img1-08312022145333-343.tiff,369,2.718169724,367.3782177
img0-08312022145334-379.tiff,img1-08312022145333-343.tiff,370,2.725602854,373.13675
img0-08312022145335-380.tiff,img1-08312022145335-344.tiff,371,2.732976254,378.6211
img0-08312022145336-381.tiff,img1-08312022145336-345.tiff,372,2.740330054,384.29456
img0-08312022145337-382.tiff,img1-08312022145337-346.tiff,373,2.747761232,390.2421863
img0-08312022145338-383.tiff,img1-08312022145338-347.tiff,374,2.755156554,395.6319863
img0-08312022145339-384.tiff,img1-08312022145339-348.tiff,375,2.762468262,401.5136106
img0-08312022145340-385.tiff,img1-08312022145340-349.tiff,376,2.769842042,407.2626143
img0-08312022145341-386.tiff,img1-08312022145341-350.tiff,377,2.777237454,412.8414863
img0-08312022145342-387.tiff,img1-08312022145342-351.tiff,378,2.784670654,418.6095373
img0-08312022145343-388.tiff,img1-08312022145343-352.tiff,379,2.792061932,424.1884553
img0-08312022145344-389.tiff,img1-08312022145344-353.tiff,380,2.799437554,429.77686
img0-08312022145345-390.tiff,img1-08312022145344-353.tiff,381,2.806948252,436.0081853
img0-08312022145346-391.tiff,img1-08312022145346-354.tiff,382,2.814303944,441.69116
img0-08312022145347-392.tiff,img1-08312022145347-355.tiff,383,2.821576042,447.8374
img0-08312022145348-393.tiff,img1-08312022145348-356.tiff,384,2.828949632,454.070834
img0-08312022145349-394.tiff,img1-08312022145349-357.tiff,385,2.836245854,459.586872
img0-08312022145350-395.tiff,img1-08312022145350-358.tiff,386,2.843617342,466.139459
img0-08312022145351-396.tiff,img1-08312022145351-359.tiff,387,2.850933144,472.05502
img0-08312022145352-397.tiff,img1-08312022145352-360.tiff,388,2.858264862,478.32231
img0-08312022145353-398.tiff,img1-08312022145353-361.tiff,389,2.865638462,484.789353
img0-08312022145354-399.tiff,img1-08312022145354-362.tiff,390,2.872974454,490.59068
img0-08312022145355-400.tiff,img1-08312022145354-362.tiff,391,2.880345752,496.87708
img0-08312022145356-401.tiff,img1-08312022145356-363.tiff,392,2.887798932,503.43924
img0-08312022145357-402.tiff,img1-08312022145357-364.tiff,393,2.895271752,509.24057
img0-08312022145358-403.tiff,img1-08312022145358-365.tiff,394,2.902565862,515.317632
img0-08312022145359-404.tiff,img1-08312022145359-366.tiff,395,2.909899662,521.309135
img0-08312022145400-405.tiff,img1-08312022145400-367.tiff,396,2.917312772,527.196015
img0-08312022145401-406.tiff,img1-08312022145401-368.tiff,397,2.924746232,532.626482
img0-08312022145402-407.tiff,img1-08312022145402-369.tiff,398,2.932219232,537.952283
img0-08312022145403-408.tiff,img1-08312022145403-370.tiff,399,2.939533232,543.087932
img0-08312022145404-409.tiff,img1-08312022145404-371.tiff,400,2.946985872,548.794132
img0-08312022145405-410.tiff,img1-08312022145404-371.tiff,401,2.954439042,553.168905
img0-08312022145406-411.tiff,img1-08312022145406-372.tiff,402,2.961755054,557.638732
img0-08312022145407-412.tiff,img1-08312022145407-373.tiff,403,2.969086862,562.003991
img0-08312022145408-413.tiff,img1-08312022145408-374.tiff,404,2.976442264,566.103028
img0-08312022145409-414.tiff,img1-08312022145409-375.tiff,405,2.983833932,570.572893
img0-08312022145410-415.tiff,img1-08312022145410-376.tiff,406,2.991127962,574.0062
img0-08312022145411-416.tiff,img1-08312022145411-377.tiff,407,2.998441862,578.086073
img0-08312022145412-417.tiff,img1-08312022145412-378.tiff,408,3.005835232,581.8998
img0-08312022145413-418.tiff,img1-08312022145413-379.tiff,409,3.013168962,585.028632
img0-08312022145414-419.tiff,img1-08312022145414-380.tiff,410,3.020522762,588.566574
img0-08312022145415-420.tiff,img1-08312022145414-380.tiff,411,3.027995752,591.8857
img0-08312022145416-421.tiff,img1-08312022145416-381.tiff,412,3.035391154,594.814728
img0-08312022145417-422.tiff,img1-08312022145417-382.tiff,413,3.042822242,598.152968
img0-08312022145418-423.tiff,img1-08312022145418-383.tiff,414,3.050158054,600.720732
img0-08312022145419-424.tiff,img1-08312022145419-384.tiff,415,3.057509862,603.6785
img0-08312022145420-425.tiff,img1-08312022145420-385.tiff,416,3.064883252,606.331863
img0-08312022145421-426.tiff,img1-08312022145421-386.tiff,417,3.072358244,608.804577
img0-08312022145422-427.tiff,img1-08312022145422-387.tiff,418,3.079709932,611.182132
img0-08312022145423-428.tiff,img1-08312022145423-388.tiff,419,3.087063732,613.3791
img0-08312022145424-429.tiff,img1-08312022145424-389.tiff,420,3.094437042,615.556932
img0-08312022145425-430.tiff,img1-08312022145424-389.tiff,421,3.101751032,617.65875
img0-08312022145426-431.tiff,img1-08312022145426-390.tiff,422,3.109146354,619.46576
img0-08312022145427-432.tiff,img1-08312022145427-391.tiff,423,3.116539954,621.46295
img0-08312022145428-433.tiff,img1-08312022145428-392.tiff,424,3.123871472,623.2699
img0-08312022145429-434.tiff,img1-08312022145429-393.tiff,425,3.131245062,624.6965
img0-08312022145430-435.tiff,img1-08312022145430-394.tiff,426,3.138539262,626.5985
img0-08312022145431-436.tiff,img1-08312022145431-395.tiff,427,3.145893062,627.920432
img0-08312022145432-437.tiff,img1-08312022145432-396.tiff,428,3.153266272,629.366137
img0-08312022145433-438.tiff,img1-08312022145433-397.tiff,429,3.160602244,630.9733
img0-08312022145434-439.tiff,img1-08312022145434-398.tiff,430,3.167973932,632.3048
img0-08312022145435-440.tiff,img1-08312022145434-398.tiff,431,3.175387242,633.82635
img0-08312022145436-441.tiff,img1-08312022145436-399.tiff,432,3.182780462,635.053173
img0-08312022145437-442.tiff,img1-08312022145437-400.tiff,433,3.190136254,636.479732
img0-08312022145438-443.tiff,img1-08312022145438-401.tiff,434,3.197507762,637.830314
img0-08312022145439-444.tiff,img1-08312022145439-402.tiff,435,3.204903244,639.2473
img0-08312022145440-445.tiff,img1-08312022145440-403.tiff,436,3.212234932,640.379028
img0-08312022145441-446.tiff,img1-08312022145441-404.tiff,437,3.219548862,641.72
img0-08312022145442-447.tiff,img1-08312022145442-405.tiff,438,3.226922462,642.7662
img0-08312022145443-448.tiff,img1-08312022145443-406.tiff,439,3.234258424,643.8123
img0-08312022145444-449.tiff,img1-08312022145444-407.tiff,440,3.241629752,644.848832
img0-08312022145445-450.tiff,img1-08312022145444-407.tiff,441,3.249003252,645.704792
img0-08312022145446-451.tiff,img1-08312022145446-408.tiff,442,3.256277472,646.47516
img0-08312022145447-452.tiff,img1-08312022145447-409.tiff,443,3.263591462,647.150468
img0-08312022145448-453.tiff,img1-08312022145448-410.tiff,444,3.270945062,648.0919
img0-08312022145449-454.tiff,img1-08312022145449-411.tiff,445,3.278219252,648.6626
img0-08312022145450-455.tiff,img1-08312022145450-412.tiff,446,3.285592752,649.623172
img0-08312022145451-456.tiff,img1-08312022145451-413.tiff,447,3.292968554,650.1842
img0-08312022145452-457.tiff,img1-08312022145452-414.tiff,448,3.300300062,650.94507
img0-08312022145453-458.tiff,img1-08312022145453-415.tiff,449,3.307675654,651.5157
img0-08312022145454-459.tiff,img1-08312022145454-416.tiff,450,3.314969854,652.266983
img0-08312022145455-460.tiff,img1-08312022145454-416.tiff,451,3.322283764,652.752
img0-08312022145456-461.tiff,img1-08312022145456-417.tiff,452,3.329676854,653.427268
img0-08312022145457-462.tiff,img1-08312022145457-418.tiff,453,3.337108242,654.834732
img0-08312022145458-463.tiff,img1-08312022145458-419.tiff,454,3.344461862,655.329468
img0-08312022145459-464.tiff,img1-08312022145459-420.tiff,455,3.351797854,655.785783
img0-08312022145500-465.tiff,img1-08312022145500-421.tiff,456,3.359169252,656.55615
img0-08312022145501-466.tiff,img1-08312022145501-422.tiff,457,3.366602272,657.402532
img0-08312022145502-467.tiff,img1-08312022145502-423.tiff,458,3.374095342,658.268
img0-08312022145503-468.tiff,img1-08312022145503-424.tiff,459,3.381448962,658.6485
img0-08312022145504-469.tiff,img1-08312022145504-425.tiff,460,3.388882042,659.1431
img0-08312022145505-470.tiff,img1-08312022145504-425.tiff,461,3.396196042,659.799265
img0-08312022145506-471.tiff,img1-08312022145506-426.tiff,462,3.403591454,660.45544
img0-08312022145507-472.tiff,img1-08312022145507-427.tiff,463,3.410945244,660.560104
img0-08312022145508-473.tiff,img1-08312022145508-428.tiff,464,3.418276752,661.5110821
img0-08312022145509-474.tiff,img1-08312022145509-429.tiff,465,3.425749752,661.9771
img0-08312022145510-475.tiff,img1-08312022145510-430.tiff,466,3.433063662,662.1673
img0-08312022145511-476.tiff,img1-08312022145511-431.tiff,467,3.440459254,662.728332
img0-08312022145512-477.tiff,img1-08312022145512-432.tiff,468,3.447870432,662.9281
img0-08312022145513-478.tiff,img1-08312022145513-433.tiff,469,3.455124752,663.223068
img0-08312022145514-479.tiff,img1-08312022145514-434.tiff,470,3.462498252,663.87915
img0-08312022145515-480.tiff,img1-08312022145515-435.tiff,471,3.469911742,664.2596
img0-08312022145516-481.tiff,img1-08312022145515-435.tiff,472,3.477285062,665.02045
img0-08312022145517-482.tiff,img1-08312022145517-436.tiff,473,3.484599042,665.010882
img0-08312022145518-483.tiff,img1-08312022145518-437.tiff,474,3.492014454,665.505474
img0-08312022145519-484.tiff,img1-08312022145519-438.tiff,475,3.499328444,665.866773
img0-08312022145520-485.tiff,img1-08312022145520-439.tiff,476,3.506739752,666.1616
img0-08312022145521-486.tiff,img1-08312022145521-440.tiff,477,3.514132962,666.8274
img0-08312022145522-487.tiff,img1-08312022145522-441.tiff,478,3.521506462,667.0176
img0-08312022145523-488.tiff,img1-08312022145523-442.tiff,479,3.528902054,667.11273
img0-08312022145524-489.tiff,img1-08312022145524-443.tiff,480,3.536253842,667.7784
img0-08312022145525-490.tiff,img1-08312022145525-444.tiff,481,3.543609244,667.7784
img0-08312022145526-491.tiff,img1-08312022145525-444.tiff,482,3.550943244,668.054232
img0-08312022145527-492.tiff,img1-08312022145527-445.tiff,483,3.558274962,668.434583
img0-08312022145528-493.tiff,img1-08312022145528-446.tiff,484,3.565628752,668.624773
img0-08312022145529-494.tiff,img1-08312022145529-447.tiff,485,3.573022042,668.9197
img0-08312022145530-495.tiff,img1-08312022145530-448.tiff,486,3.580415462,669.290483
img0-08312022145531-496.tiff,img1-08312022145531-449.tiff,487,3.587769232,669.385573
img0-08312022145532-497.tiff,img1-08312022145532-450.tiff,488,3.595065334,669.499927
img0-08312022145533-498.tiff,img1-08312022145533-451.tiff,489,3.602476262,669.9658
img0-08312022145534-499.tiff,img1-08312022145534-452.tiff,490,3.609891654,669.8707
img0-08312022145535-500.tiff,img1-08312022145535-453.tiff,491,3.617245454,670.44135
img0-08312022145536-501.tiff,img1-08312022145535-453.tiff,492,3.624597242,670.34625
img0-08312022145537-502.tiff,img1-08312022145537-454.tiff,493,3.631930752,670.517305
img0-08312022145538-503.tiff,img1-08312022145538-455.tiff,494,3.639306264,670.8217
img0-08312022145539-504.tiff,img1-08312022145539-456.tiff,495,3.646699944,670.9168
img0-08312022145540-505.tiff,img1-08312022145540-457.tiff,496,3.654071562,671.211768
img0-08312022145541-506.tiff,img1-08312022145541-458.tiff,497,3.661464842,671.2022
img0-08312022145542-507.tiff,img1-08312022145542-459.tiff,498,3.668838442,671.3924
img0-08312022145543-508.tiff,img1-08312022145543-460.tiff,499,3.676114554,671.382832
img0-08312022145544-509.tiff,img1-08312022145544-461.tiff,500,3.683545752,671.6777
img0-08312022145545-510.tiff,img1-08312022145545-462.tiff,501,3.690859462,671.668132
img0-08312022145546-511.tiff,img1-08312022145545-462.tiff,502,3.698195454,671.763205
img0-08312022145547-512.tiff,img1-08312022145547-463.tiff,503,3.705527262,671.5826
img0-08312022145548-513.tiff,img1-08312022145548-464.tiff,504,3.712920842,671.8679
img0-08312022145549-514.tiff,img1-08312022145549-465.tiff,505,3.720274252,671.687265
img0-08312022145550-515.tiff,img1-08312022145550-466.tiff,506,3.727669764,671.763205
img0-08312022145551-516.tiff,img1-08312022145551-467.tiff,507,3.735023554,671.972568
img0-08312022145552-517.tiff,img1-08312022145552-468.tiff,508,3.742315462,671.763205
img0-08312022145553-518.tiff,img1-08312022145553-469.tiff,509,3.749828062,671.8679
img0-08312022145554-519.tiff,img1-08312022145554-470.tiff,510,3.757201662,672.0581
img0-08312022145555-520.tiff,img1-08312022145555-471.tiff,511,3.764575252,671.8679
img0-08312022145557-521.tiff,img1-08312022145557-472.tiff,512,3.77195695,671.963
img0-08312022145558-522.tiff,img1-08312022145558-473.tiff,513,3.77935015,671.963
img0-08312022145559-523.tiff,img1-08312022145559-474.tiff,514,3.78668385,671.6777
img0-08312022145600-524.tiff,img1-08312022145600-475.tiff,515,3.79409725,672.1532
img0-08312022145601-525.tiff,img1-08312022145601-476.tiff,516,3.80153065,671.77277
img0-08312022145602-526.tiff,img1-08312022145602-477.tiff,517,3.80887809,671.6777
img0-08312022145603-527.tiff,img1-08312022145603-478.tiff,518,3.81623775,671.5826
img0-08312022145604-528.tiff,img1-08312022145604-479.tiff,519,3.82365125,671.77277
img0-08312022145605-529.tiff,img1-08312022145605-480.tiff,520,3.83096515,671.4875
img0-08312022145606-530.tiff,img1-08312022145605-480.tiff,521,3.83833845,671.3924
img0-08312022145607-531.tiff,img1-08312022145607-481.tiff,522,3.84575185,671.2022
img0-08312022145608-532.tiff,img1-08312022145608-482.tiff,523,3.85306575,671.0119
img0-08312022145609-533.tiff,img1-08312022145609-483.tiff,524,3.86045935,671.0119
img0-08312022145610-534.tiff,img1-08312022145610-484.tiff,525,3.867844757,670.640862
img0-08312022145611-535.tiff,img1-08312022145611-485.tiff,526,3.875178727,670.717268
img0-08312022145612-536.tiff,img1-08312022145612-486.tiff,527,3.8825144,670.0609
img0-08312022145613-537.tiff,img1-08312022145613-487.tiff,528,3.889945657,670.070235
img0-08312022145614-538.tiff,img1-08312022145614-488.tiff,529,3.89732091,669.8707
img0-08312022145615-539.tiff,img1-08312022145615-489.tiff,530,3.904732447,669.195625
img0-08312022145616-540.tiff,img1-08312022145615-489.tiff,531,3.912086427,669.0148
img0-08312022145617-541.tiff,img1-08312022145617-490.tiff,532,3.919420127,668.434816
img0-08312022145618-542.tiff,img1-08312022145618-491.tiff,533,3.926813237,667.6833
img0-08312022145619-543.tiff,img1-08312022145619-492.tiff,534,3.934189,666.9225
img0-08312022145620-544.tiff,img1-08312022145620-493.tiff,535,3.94160191,665.980771
img0-08312022145621-545.tiff,img1-08312022145621-494.tiff,536,3.948993827,664.459104
img0-08312022145622-546.tiff,img1-08312022145622-495.tiff,537,3.956386937,663.4037
img0-08312022145623-547.tiff,img1-08312022145623-496.tiff,538,3.9637226,661.5108487
img0-08312022145624-548.tiff,img1-08312022145624-497.tiff,539,3.971054476,659.608835
img0-08312022145625-549.tiff,img1-08312022145625-498.tiff,540,3.978388637,657.307665
img0-08312022145626-550.tiff,img1-08312022145625-498.tiff,541,3.985781827,654.6541
img0-08312022145627-551.tiff,img1-08312022145627-499.tiff,542,3.993135537,651.5157
img0-08312022145628-552.tiff,img1-08312022145628-500.tiff,543,4.00047139,646.864935
img0-08312022145629-553.tiff,img1-08312022145629-501.tiff,544,4.007783447,631.752797
